;Species;Month;Day;Year;CaptureTime;ReleaseTime;BandNumber;Age;Sex;Wing;Weight;Culmen;Hallux;Tail;StandardTail;Tarsus;WingPitFat;KeelFat;Crop
728;RT;9;29;2002;12:52:00; ;1207-72667;1;;400;1315;29.6;34;230;238;NA;NA;2;1
729;SS;9;29;2002;13:06:00; ;1142-19263;1;1;162;100;9.4;11.1;131;137;NA;NA;3;1
730;SS;9;30;2002;11:26:00; ;2003-00344;1;2;194;155;12.5;14.5;156;160;NA;NA;4;0
731;RT;9;30;2002;11:45:00; ;1207-72668;1;;395;1155;29.9;34.4;233;230;NA;NA;2;0
732;RT;9;30;2002;12:46:00; ;1207-72669;1;;403;1160;29;32.3;235;236;NA;NA;3;0.25
733;RT;10;3;2002;09:58:00; ;1177-04714;1;;386;955;27.9;30.4;226;239;NA;NA;3;0
734;SS;10;4;2002;09:53:00; ;803-05940;2;2;193;190;13.1;14.9;145;146;NA;NA;4;0
735;SS;10;4;2002;15:15:00; ;2003-99346;2;2;203;180;13.8;14.7;156;166;NA;NA;2;0
736;SS;10;5;2002;08:34:00; ;1142-19264;2;1;159;90;10;11.5;130;134;NA;NA;3;0
737;SS;10;5;2002;09:59:00; ;1142-19265;1;1;163;100;9.8;11.7;130;129;NA;NA;3;0.25
738;SS;10;5;2002;10:34:00; ;2003-99348;2;1;191;190;12.4;14.8;147;155;NA;NA;3;1
739;SS;10;5;2002;13:08:00; ;1142-19266;1;1;166;105;10.3;12;141;142;NA;NA;3;0
740;RT;10;5;2002;13:30:00; ;1177-04715;1;;361;1030;27;30.5;231;233;NA;NA;2;0
741;CH;10;5;2002;14:27:00; ;1705-37416;2;2;260;565;19.7;54.5;205;212;NA;NA;2;0
742;CH;10;6;2002;09:48:00; ;804-00205;2;1;234;380;12.4;21.9;192;195;NA;NA;3;0
743;RT;10;6;2002;10:43:00; ;1177-04716;1;;377;1040;28.1;30.9;225;231;NA;NA;2;0
744;RT;10;6;2002;12:03:00; ;1807-53137;1;;361;910;24.3;27.5;205;210;NA;NA;3;0
745;RT;10;6;2002;12:34:00; ;1177-04717;1;;375;1005;26;32.5;226;234;NA;NA;2;0
746;SS;10;6;2002;14:56:00; ;2003-99349;1;2;193;180;11.9;14.3;156;163;NA;NA;4;0
747;SS;10;7;2002;09:40:00; ;803-05941;1;2;196;175;12.4;15.6;153;159;NA;NA;4;0
748;SS;10;7;2002;13:25:00; ;1142-19267;1;1;159;105;9.8;11;131;137;NA;NA;4;0.25
749;SS;10;7;2002;13:25:00; ;1213-58908;1;2;192;190;11.8;14.2;155;162;NA;NA;3;1
750;RT;10;7;2002;13:29:00; ;1207-72670;1;;401;1250;28.2;35.3;230;235;NA;NA;2.5;0
751;SS;10;8;2002;14:40:00; ;2003-99350;1;2;198;185;12.6;15.2;165;169;NA;NA;3;0.25
752;RT;10;10;2002;11:36:00; ;1177-04718;1;;407;1275;27.5;33.7;238;245;NA;NA;2;0
753;SS;10;10;2002;12:46:00; ;1142-19268;1;1;162;105;9.8;12.5;132;138;NA;NA;2.5;1
754;CH;10;11;2002;11:23:00; ;2206-35435;2;2;169;640;16.7;23.6;233;230;NA;NA;2.5;1
755;SS;10;11;2002;14:50:00; ;1142-19269;1;1;168;100;10.5;10.7;135;140;NA;NA;1;0.25
756;SS;10;13;2002;09:38:00; ;1142-19270;2;1;168;105;10.7;11.6;134;136;NA;NA;3;0
757;CH;10;13;2002;10:00:00; ;804-00206;2;1;223;390;15.9;20.6;181;187;NA;NA;2.5;1
758;RT;10;13;2002;10:42:00; ;1177-04719;1;;375;1030;26.9;31.3;217;226;NA;NA;2;0
759;RT;10;13;2002;11:33:00; ;1177-04720;2;;406;1290;29.3;33.3;227;226;NA;NA;2;0
760;RT;10;14;2002;09:50:00; ;1177-04721;1;;386;1020;26.9;31.6;230;231;NA;NA;2;0
761;SS;10;14;2002;10:14:00; ;1142-19271;2;1;160;105;9.9;11.4;136;140;NA;NA;4;0
762;RT;10;14;2002;12:59:00; ;1177-04722;1;;378;1055;26.5;29.9;217;226;NA;NA;3;0
763;SS;10;14;2002;14:16:00; ;803-05942;2;2;193;185;12.3;14.8;154;158;NA;NA;3;0.33
764;RT;10;17;2002;09:46:00; ;1177-04723;1;;379;1010;25;29.3;216;230;NA;NA;2;0
765;RT;10;18;2002;10:00:00; ;1177-04724;1;;364;1015;24.9;29.5;215;219;NA;NA;2;0.5
766;RT;10;18;2002;12:50:00; ;1177-04725;2;;350;1115;29.5;30.3;199;204;NA;NA;2;0.33
767;RT;10;18;2002;13:10:00; ;1207-7267;1;;380;1320;26.7;31.6;210;216;NA;NA;3;0
768;RT;10;19;2002;10:34:00; ;1207-72672;2;;395;1180;30.3;33.4;217;222;NA;NA;3;0
769;RT;10;19;2002;11:22:00; ;1177-04726;1;;372;1145;25.9;32.2;212;225;NA;NA;3.5;0.4
770;RT;10;19;2002;13:22:00; ;1177-04727;1;;376;995;28;30.2;223;228;NA;NA;2;0
771;RT;10;20;2002;13:24:00; ;1177-04728;1;;367;1045;26.1;30.5;215;221;NA;NA;2;0.25
772;CH;10;21;2002;11:05:00; ;1204-5874;1;1;230;340;16;19.5;196;198;NA;NA;3;0
773;RT;10;21;2002;13:55:00; ;1807-53138;1;;366;935;25.7;27.1;218;222;NA;NA;3;0.33
774;RT;10;23;2002;12:56:00; ;1177-04729;1;;386;1065;26.1;31;221;229;NA;NA;2;0.25
775;RT;10;26;2002;12:45:00; ;1177-04730;1;;375;1110;27.7;31.3;215;217;NA;NA;3;0
776;SS;10;30;2002;10:30:00; ;2003-99351;1;2;199;190;12;15.2;163;173;NA;NA;4;0
777;RT;10;30;2002;12:40:00; ;1177-04731;2;;405;1255;27.9;31.8;218;225;NA;NA;3;0
778;RT;10;31;2002;10:18:00; ;1177-04732;2;;371;1015;24.9;28.4;204;208;NA;NA;2;0
779;SS;10;31;2002;12:00:00; ;2003-99352;1;2;193;190;12.2;15.2;151;156;NA;NA;3;0
780;RT;10;31;2002;12:15:00; ;1177-04733;1;;350;960;26.6;29.9;218;224;NA;NA;2;0
781;SS;10;31;2002;13:20:00; ;2003-99353;1;2;193;200;11.3;13.5;155;161;NA;NA;4;0
782;RT;11;1;2002;10:50:00; ;1177-04734;2;;368;1090;27.3;30.4;216;220;NA;NA;2;0
783;SS;11;2;2002;10:34:00; ;2003-99354;1;1;185;170;12;14.7;156;160;NA;NA;4;0
784;RT;11;2;2002;10:48:00; ;1177-04735;1;;372;1085;25.4;29.8;220;220;NA;NA;2;0
785;RT;11;2;2002;11:00:00; ;1177-04736;1;;396;1065;27.7;30;230;235;NA;NA;3;0
786;RT;11;2;2002;11:18:00; ;1177-04737;1;;365;1125;26.9;29.3;213;220;NA;NA;3.5;0
787;RT;11;3;2002;11:36:00; ;1177-04738;1;;374;1050;25.5;30.3;220;225;NA;NA;2;0
788;CH;11;4;2002;09:33:00; ;1705-24644;1;2;253;525;19.5;23.5;213;216;NA;NA;3;0
789;RT;11;6;2002;12:06:00; ;1177-04739;1;;372;980;26.4;29;215;215;NA;NA;1.5;0
790;RT;11;6;2002;14:06:00; ;1177-04740;1;;376;1180;24.4;30.7;214;218;NA;NA;2;0
791;SS;11;7;2002;10:20:00; ;1142-19272;1;1;166;115;9.9;11.6;136;140;NA;NA;2.5;1
792;RT;11;7;2002;11:58:00; ;1177-04741;1;;369;1095;26.6;28.4;215;220;NA;NA;2;0
793;RT;11;7;2002;12:28:00; ;1207-72673;2;;391;1330;26.8;30.1;217;220;NA;NA;2;0
794;SS;11;7;2002;12:59:00; ;2003-99355;1;2;193;185;12.1;14.9;158;166;NA;NA;4;0
795;RT;11;8;2002;11:45:00; ;1177-0472;2;;397;1100;22.1;28.8;219;215;NA;NA;2;0
796;RT;11;8;2002;14:29:00; ;1177-0473;1;;366;1115;27.1;21;215;219;NA;NA;2;0.75
797;RT;11;10;2002;11:35:00; ;1207-72674;2;;385;1400;30.3;33.3;211;220;NA;NA;3;0
798;RT;11;10;2002;12:35:00; ;1177-0744;1;;400;1175;27.6;32.6;234;235;NA;NA;2;0
799;SS;11;11;2002;11:48:00; ;2003-99356;1;2;198;185;11.8;15.1;161;170;NA;NA;4;0
800;RT;9;5;2003;10:38:00; ;1177-0745;2;;365;970;25.9;31.6;208;215;NA;NA;3;0
801;SS;9;14;2003;10:18:00; ;2003-99357;1;2;194;170;11.6;14;153;159;NA;NA;4;1
802;SS;9;16;2003;10:15:00; ;803-05943;1;2;195;175;12;15.6;152;159;NA;NA;3;0.25
803;SS;9;16;2003;10:57:00; ;2003-99358;1;2;200;165;11.5;14.5;163;168;NA;NA;3;0
804;RT;9;16;2003;12:55:00; ;1207-72675;1;;384;1260;28.6;32.5;226;226;NA;NA;2.5;0
805;SS;9;17;2003;09:40:00; ;1142-19273;1;1;159;110;9.9;11.1;125;126;NA;NA;3;1
806;SS;9;18;2003;10:17:00; ;1142-19274;1;1;161;100;9.3;11.5;134;138;NA;NA;2;0.25
807;SS;9;18;2003;10:17:00; ;2003-99359;1;2;191;190;12.3;14.8;162;168;NA;NA;3;1
808;CH;9;18;2003;11:55:00; ;1204-45879;1;1;216;305;16;20.4;185;191;NA;NA;2;0
809;CH;9;18;2003;13:50:00; ;1705-37417;1;2;256;510;18.8;23.3;212;217;NA;NA;2.5;0.125
810;SS;9;19;2003;10:59:00; ;1142-19275;1;1;161;90;9.5;11.3;123;132;NA;NA;3;0
811;RT;9;20;2003;12:04:00; ;1207-99560;2;;396;1195;27;23.8;228;225;NA;NA;2;0
812;RT;9;20;2003;13:35:00; ;1177-04746;1;;391;1035;27.9;33.1;221;226;NA;NA;2;0
813;SS;9;20;2003;14:12:00; ;1142-19276;1;1;160;90;8.8;11.4;131;135;NA;NA;2.5;0
814;SS;9;21;2003;09:52:00; ;2003-99360;1;1;183;160;12.7;14.6;143;146;NA;NA;4;0
815;SS;9;22;2003;14:21:00; ;1142-19277;1;1;156;85;9.7;11;129;313;NA;NA;3;0
816;RT;9;23;2003;10:44:00; ;1207-72676;1;;393;1155;28.3;30.9;223;230;NA;NA;2;0
817;RT;9;23;2003;11:16:00; ;1207-72677;1;;397;1260;27.8;32.9;232;231;NA;NA;3;0
818;SS;9;23;2003;13:13:00; ;1142-19278;1;1;159;95;8.9;10.4;125;130;NA;NA;3;0.25
819;CH;9;23;2003;14:00:00; ;1705-37418;1;2;255;440;18.6;22.8;214;220;NA;NA;2;0
820;SS;9;24;2003;09:35:00; ;2003-99362;1;1;197;175;10;14.9;150;162;NA;NA;3;0
821;CH;9;24;2003;09:53:00; ;1204-45880;1;1;218;295;16.1;19.4;183;187;NA;NA;2.5;0
822;SS;9;25;2003;09:49:00; ;2003-99363;1;2;196;160;12.6;14.5;158;166;NA;NA;4;0
823;RT;9;25;2003;13:08:00; ;1177-04747;1;;384;1010;26.8;31.1;230;235;NA;NA;2;0.5
824;RT;9;25;2003;13:30:00; ;1177-04748;1;;385;990;26;29.6;225;229;NA;NA;3;0
825;SS;9;26;2003;10:19:00; ;2003-99364;1;1;181;150;11.4;14.3;141;150;NA;NA;3;0
826;CH;9;26;2003;11:27:00; ;1204-45881;1;1;225;300;16;20.1;183;192;NA;NA;2;0
827;RT;9;17;2003;09:18:00; ;1177-04749;1;;379;945;24.5;31.3;224;231;NA;NA;2.5;0
828;SS;9;27;2003;10:10:00; ;2003-99365;1;2;201;188;11.7;14.9;162;168;NA;NA;4;0
829;SS;9;28;2003;09:36:00; ;1142-19279;1;1;161;95;10.6;11.5;131;138;NA;NA;1;0
830;CH;9;28;2003;10:11:00; ;1705-37419;2;1;230;330;15.7;19.4;188;196;NA;NA;1;0
831;SS;9;28;2003;12:12:00; ;1142-19280;1;1;159;95;9.9;11.2;132;134;NA;NA;1;0
832;RT;9;29;2003;11:20:00; ;1177-04750;1;;367;970;26.4;30.5;215;215;NA;NA;3;0
833;RT;9;29;2003;12:02:00; ;1207-72678;1;;396;1240;28.9;32.8;237;245;NA;NA;3;0
834;SS;9;29;2003;12:58:00; ;1142-19281;1;1;157;105;10;11.5;133;137;NA;NA;3;1
835;SS;9;29;2003;13:51:00; ;2003-99366;1;2;191;165;11.5;14.9;156;159;NA;NA;4;0
836;SS;9;29;2003;14:47:00; ;2003-99367;1;2;191;170;12.1;15.1;163;163;NA;NA;4;0
837;SS;9;29;2003;15:15:00; ;1142-19282;1;1;168;100;10.2;11.9;134;137;NA;NA;3;0
838;RT;9;29;2003;15:55:00; ;1207-72679;1;;428;1290;28.4;33.9;253;256;NA;NA;2;0
839;CH;9;30;2003;12:05:00; ;1705-37420;2;2;252;470;19.5;28.4;211;213;NA;NA;3;0
840;SS;9;30;2003;12:53:00; ;2003-99368;2;2;192;175;11.7;14.2;160;167;NA;NA;3;1
841;SS;9;30;2003;13:22:00; ;2003-99369;2;2;195;195;13.6;14;158;163;NA;NA;4;1
842;CH;10;1;2003;10:07:00; ;1204-45882;2;1;233;335;16.3;21.3;187;194;NA;NA;3;0
843;RT;10;1;2003;11:53:00; ;1177-04751;2;;364;1150;26.1;28.2;196;202;NA;NA;2;0
844;RT;10;1;2003;13:40:00; ;1177-04752;1;;370;960;25.4;30.4;217;224;NA;NA;2;0
845;RT;10;1;2003;14:30:00; ;1207-72680;1;;400;1130;28.3;29.4;227;230;NA;NA;2;0
846;RT;10;3;2003;09:18:00; ;1177-04753;1;;375;925;25.4;28.6;220;226;NA;NA;1;0
847;RT;10;3;2003;14:43:00; ;1207-72681;1;;398;1205;27.6;33.4;227;235;NA;NA;2;0
848;RT;10;4;2003;11:04:00; ;1177-04754;1;;385;1040;27.2;31.5;238;245;NA;NA;2;0
849;SS;10;4;2003;11:58:00; ;1142-19283;1;1;156;100;9.9;11.2;122;130;NA;NA;4;0.25
850;CH;10;4;2003;12:46:00; ;1204-45883;1;1;230;335;16.3;19.7;201;210;NA;NA;2.5;0.5
851;CH;10;5;2003;10:58:00; ;1204-45884;1;1;220;335;16.2;20;185;190;NA;NA;2;0
852;SS;10;6;2003;14:12:00; ;1142-19284;1;1;163;105;10.3;11.7;137;140;NA;NA;3;0
853;RT;10;7;2003;10:46:00; ;1807-53139;1;;376;860;25.6;30;220;227;NA;NA;2;0
854;RT;10;7;2003;11:17:00; ;1177-04755;1;;360;935;25.8;30;212;221;NA;NA;3;0
855;RT;10;7;2003;11:42:00; ;1177-04756;2;;372;1010;24.3;29;197;203;NA;NA;1;0
856;RT;10;7;2003;11:58:00; ;1207-72682;1;;400;1285;29.7;33.5;230;237;NA;NA;2;0
857;SS;10;7;2003;12:10:00; ;2003-99370;2;2;194;210;13;14.5;147;150;NA;NA;4;1
858;RT;10;7;2003;12:49:00; ;1807-53140;1;;370;830;23.6;27.8;233;231;NA;NA;2;0
859;SS;10;8;2003;10:31:00; ;1142-19285;1;1;160;95;10.2;11.2;135;142;NA;NA;3;0
860;RT;10;8;2003;11:08:00; ;1207-72683;1;;403;1350;28;32.8;140;245;NA;NA;2;0
861;RT;10;8;2003;12:28:00; ;1177-04757;1;;375;1010;25;30.8;218;222;NA;NA;2;1
862;RT;10;8;2003;14:48:00; ;1177-04758;1;;373;960;27.7;32.5;222;225;NA;NA;2;0
863;RT;10;10;2003;11:43:00; ;1177-04759;1;;385;1370;26.4;29.2;233;235;NA;NA;3;0
864;SS;10;12;2003;10:10:00; ;2003-99371;1;2;143;170;12.8;13.9;159;NA;NA;NA;3;0.5
865;SS;10;12;2003;11:30:00; ;1142-19286;1;1;162;100;8.7;11.4;136;143;NA;NA;4;0
866;RT;10;12;2003;12:10:00; ;1207-72684;1;;392;1250;28.6;32.9;222;229;NA;NA;2;0.25
867;RT;10;12;2003;13:15:00; ;1807-53141;1;;372;915;24.7;28.2;203;NA;NA;NA;3;0.5
868;RT;10;13;2003;12:00:00; ;1177-04760;1;;375;850;25;28;218;226;NA;NA;2;0
869;RT;10;13;2003; ; ;1207-72685;1;;415;1285;29.4;34;242;242;NA;NA;2;0.25
870;SS;10;14;2003;10:53:00; ;1142-19287;2;1;161;95;9.8;11.7;129;136;NA;NA;4;0
871;RT;10;14;2003;12:24:00; ;1177-04761;2;;380;1005;27;31.6;205;214;NA;NA;2;0
872;RT;10;18;2003;12:45:00; ;788-36611;2;;411;1220;28.1;32.7;236;245;NA;NA;2;0
873;SS;10;21;2003;09:08:00; ;1142-19288;2;1;161;95;9.6;12.4;121;128;NA;NA;2.5;0
874;SS;10;21;2003;10:19:00; ;1142-19289;1;1;165;100;9.8;12;134;140;NA;NA;3;0
875;RT;10;21;2003;11:35:00; ;1207-72686;1;;393;1265;28.3;32.7;233;236;NA;NA;2;0
876;RT;10;21;2003;13:02:00; ;1177-04762;1;;370;1020;24.6;30;211;215;NA;NA;2;0
877;CH;10;22;2003;12:19:00; ;1204-45885;2;1;230;360;16;22.1;186;190;NA;NA;3;0
878;RT;10;25;2003;11:07:00; ;1177-04763;1;;365;895;24.5;28.9;217;221;NA;NA;1;0
879;RT;10;25;2003;11:53:00; ;1177-04764;1;;371;1160;25.7;28.4;218;224;NA;NA;3;0
880;RT;10;25;2003;12:47:00; ;1207-72687;1;;400;1585;29;33.8;241;248;NA;NA;4;0.25
881;RT;10;25;2003;12:55:00; ;1177-04765;2;;382;1140;24.9;31.6;218;222;NA;NA;2;0
882;RT;10;25;2003;13:27:00; ;1807-53142;2;;371;1115;25.3;29.2;208;214;NA;NA;3;0.25
883;RT;10;25;2003;13:40:00; ;1177-04766;2;;370;1145;25.4;30.2;212;215;NA;NA;2;0
884;SS;10;26;2003;11:35:00; ;2003-99372;2;2;194;185;12.8;14.8;152;161;NA;NA;2;0.25
885;RT;10;26;2003;12:15:00; ;1177-04767;2;;347;990;25.3;29.8;203;206;NA;NA;1;0
886;RT;10;30;2003;10:40:00; ;1177-04768;1;;363;945;24.5;NA;218;229;NA;NA;2;0
887;SS;10;30;2003;13:13:00; ;1213-58909;1;2;195;165;11.7;14.5;153;163;NA;NA;3;0
888;RT;10;30;2003;13:35:00; ;1177-04769;2;;392;1030;26.3;28.1;196;201;NA;NA;2;0.5
889;CH;10;31;2003;11:20:00; ;1204-45886;1;1;220;320;15.5;19.5;184;187;NA;NA;2;0.25
890;SS;11;6;2003;10:06:00; ;2003-99373;1;2;193;105;13;15.6;156;163;NA;NA;4;0
891;RT;11;6;2003;13:02:00; ;1177-04770;1;;365;990;26.4;30;217;226;NA;NA;2;0
892;RT;11;7;2003;12:30:00; ;1177-04771;2;;387;1065;28;32.7;212;218;NA;NA;2;0.25
893;RT;11;7;2003;13:45:00; ;1177-04772;1;;400;1050;26.1;29.7;237;246;NA;NA;3;0.25
894;RT;11;8;2003;13:01:00; ;1801-53143;1;;362;840;23.2;26.1;206;216;NA;NA;2;0
895;SS;11;9;2003;12:00:00; ;803-05944;1;2;198;190;12.2;15.8;158;165;NA;NA;3;0
896;SS;11;9;2003;13:31:00; ;2003-99374;1;2;190;200;12.7;15;157;164;NA;NA;3;0.25
897;SS;11;11;2003;10:15:00; ;2003-99375;1;2;197;185;12.8;15.6;157;166;NA;NA;4;0
898;RT;11;13;2003;14:00:00; ;1177-04773;2;;370;1000;26.9;31.4;201;206;NA;NA;2;0
899;SS;11;14;2003;13:35:00; ;1213-58910;1;2;200;185;12.8;15.2;158;166;NA;NA;4;1
900;RT;11;17;2003;10:19:00; ;1177-04774;2;;360;1325;26.2;30.6;224;230;NA;NA;4;0.75
901;RT;11;18;2003;13:29:00; ;1177-04775;2;;366;945;25.3;27.2;199;205;NA;NA;2;0
902;RT;11;18;2003;13:45:00; ;1177-04776;2;;402;1350;28.7;31;219;214;NA;NA;3;0
903;RT;11;18;2003;14:07:00; ;1207-53144;1;;366;805;23.5;25.7;217;222;NA;NA;1.5;0.25
904;RT;11;18;2003;14:44:00; ;1177-04777;1;;380;1525;26;27.6;224;227;NA;NA;3;0
905;SS;11;19;2003;10:18:00; ;803-05985;1;2;190;175;12.7;15.4;150;153;NA;NA;4;0
906;RT;11;19;2003;12:02:00; ;1807-53145;1;;360;790;21.9;27.6;211;215;NA;NA;2;0
907;RT;11;20;2003;09:56:00; ;1177-04778;1;;369;860;25.2;28;207;210;NA;NA;2;0
908;RT;11;20;2003;13:30:00; ;1207-53145;2;;199;1290;28.7;32.1;222;226;NA;NA;1;0
